Accession,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12
EIC28736.1,2155,2842,2406,3082,2516,2675,1129,1422,2580,2950,3163,761
EIC28737.1,30634,41350,30468,30336,22617,38006,29736,37765,49673,26553,29385,11911
EIC28738.1,1163,1077,1528,3512,2612,743,659,792,1362,3739,5075,1356
EIC28739.1,1105,1136,1814,4100,2987,781,951,1063,2334,4363,6644,2138
EIC28740.1,367,284,721,2285,1579,222,305,343,781,2026,3093,1239
EIC28741.1,816,802,1223,3764,2640,731,564,568,1361,3684,5001,1699
EIC28742.1,439,468,600,1635,1226,377,281,302,651,1629,2226,741
EIC28743.1,564,607,997,2908,1907,416,379,463,863,2663,3558,1101
EIC28744.1,171,154,237,654,433,124,112,106,219,587,694,319
EIC28745.1,100,115,121,237,145,140,37,54,96,176,234,85
EIC28746.1,322,438,357,486,435,581,135,139,333,465,453,113
EIC28747.1,33,43,45,46,31,20,15,15,34,33,18,11
EIC28748.1,9,5,7,12,12,3,6,4,3,9,10,3
EIC28749.1,57,52,59,112,85,39,23,31,50,62,56,14
EIC28750.1,256,264,282,523,432,201,71,104,199,378,295,79
EIC28751.1,2087,2902,2261,2802,2109,2241,1777,2556,3710,2346,2286,1056
EIC28752.1,286,384,283,429,382,391,113,184,307,389,374,110
EIC28753.1,334,428,449,537,437,470,158,189,332,542,486,114
EIC28754.1,720,924,899,1080,789,899,205,239,406,1003,967,141
EIC28755.1,146,178,184,212,175,143,47,72,76,221,212,24
EIC28756.1,3510,4019,4761,6007,4424,3371,1562,1935,3195,5417,6181,1110
EIC28757.1,256,388,554,1122,580,338,150,216,530,744,1127,386
EIC28758.1,1139,1688,2755,4594,2673,979,937,1180,2642,3110,5548,2201
EIC28759.1,425,577,807,1562,1018,575,207,245,444,700,956,352
EIC28760.1,545,814,1016,1279,909,1140,236,268,452,869,1050,204
EIC28761.1,273,379,423,1000,828,531,110,103,249,378,492,117
EIC28762.1,47,56,72,310,196,54,26,24,47,56,95,20
EIC28763.1,288,373,425,494,376,364,121,153,270,387,418,80
EIC28764.1,4080,4541,6130,5894,5104,4106,1804,2167,4132,7087,7597,1194
EIC28765.1,3121,3257,5132,4592,3531,2145,3020,3603,3988,5688,6522,1086
EIC28766.1,4775,4272,7018,6559,5309,2533,2985,3678,4310,8732,9113,1258
EIC28767.1,4481,3686,6412,5990,5091,2033,2056,2357,3495,8992,9103,1028
EIC28768.1,7317,6499,11141,10271,8024,3959,13672,16629,16615,15235,18686,3720
EIC28769.1,409,387,559,506,414,197,447,476,572,618,621,164
EIC28770.1,508,438,650,593,522,183,420,596,717,796,786,142
EIC28771.1,490,409,594,507,483,193,398,495,508,785,717,152
EIC28772.1,18,23,25,32,27,14,14,14,14,42,38,9
EIC28773.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC28774.1,7,12,8,15,13,21,8,13,7,12,7,0
EIC28775.1,127,211,197,252,191,205,90,119,164,204,181,34
EIC28776.1,31,29,37,38,36,57,11,17,31,46,39,6
EIC28777.1,2,7,2,5,3,7,7,1,5,1,3,0
EIC28778.1,239,346,280,341,245,371,154,188,306,318,317,94
EIC28779.1,62,62,64,97,68,115,38,38,73,59,65,27
EIC28780.1,312,564,525,423,282,319,53,53,107,406,199,37
EIC28781.1,0,1,1,2,1,0,0,0,1,0,1,0
EIC28782.1,1989,4755,3179,1784,1199,3331,268,385,599,1971,1019,186
EIC28783.1,557,858,770,672,585,732,337,415,621,833,756,176
EIC28784.1,398,525,589,546,480,479,130,217,345,606,561,115
EIC28785.1,427,588,572,553,451,613,166,173,362,666,580,121
EIC28786.1,240,295,287,373,297,344,93,108,293,368,335,124
EIC28787.1,390,491,455,604,435,460,193,246,313,573,563,154
EIC28788.1,166,252,249,358,251,200,124,125,154,281,301,157
EIC28789.1,211,278,299,438,306,280,68,82,192,310,478,160
EIC28790.1,452,524,532,807,629,604,145,212,374,642,961,414
EIC28791.1,330,375,394,609,454,403,112,141,312,495,858,285
EIC28792.1,214,270,329,411,351,347,216,188,335,340,560,285
EIC28793.1,466,745,537,688,487,869,153,190,232,533,630,117
EIC28794.1,1093,1263,1327,1283,1151,1349,604,702,1217,1563,1688,440
EIC28795.1,1009,1134,1325,1309,1102,919,422,468,1070,1551,1499,360
EIC28796.1,375,391,448,465,406,282,156,213,401,626,631,130
EIC28797.1,783,858,932,932,792,881,381,375,758,1047,1178,240
EIC28798.1,298,425,394,516,409,413,179,157,364,500,560,119
EIC28799.1,579,712,683,768,743,693,216,321,684,1035,986,175
EIC28800.1,203,270,283,317,269,269,171,155,289,341,321,94
EIC28801.1,1240,1515,1397,1731,1494,1335,594,677,1562,2008,2113,520
EIC28802.1,2166,2526,2682,3410,2633,2627,830,1089,2261,3472,3850,799
EIC28803.1,3431,3816,4334,5057,4093,3123,1227,1638,3221,5382,6278,1069
EIC28804.1,4005,4624,5484,6090,4865,3759,1520,2048,3851,6309,6981,1276
EIC28805.1,1343,1342,1821,2031,1757,880,440,653,1092,2236,2283,406
EIC28806.1,1192,1454,1640,1750,1380,1185,541,737,1119,1754,1800,392
EIC28807.1,297,1042,310,464,388,621,46,68,138,250,373,49
EIC28808.1,372,459,483,670,530,451,146,161,324,645,624,113
EIC28809.1,20,20,14,39,30,22,20,12,19,35,29,10
EIC28810.1,945,1096,1291,1555,1248,970,540,637,1013,1462,1679,307
EIC28811.1,816,749,1076,1494,1267,585,276,382,762,1475,1726,273
EIC28812.1,1657,2524,1969,2076,1760,2095,695,1033,1695,2121,2705,467
EIC28813.1,945,1180,1205,1491,1237,954,400,563,1106,1660,1820,383
EIC28814.1,696,767,917,1095,968,638,218,338,634,1186,1380,199
EIC28815.1,1416,1534,1912,2288,1834,1487,549,795,1375,2355,2715,473
EIC28816.1,5448,8678,7514,13349,8754,8841,2492,2805,9336,12638,19801,2902
EIC28817.1,2142,2998,2626,2426,1911,2175,1043,1351,2023,2892,2968,480
EIC28818.1,1224,1745,1596,1606,1286,1508,660,873,1203,1768,1781,347
EIC28819.1,578,875,698,658,578,736,361,359,608,836,864,201
EIC28820.1,1187,1604,1625,1689,1352,1797,466,491,753,1642,1708,265
EIC28821.1,1097,1344,1395,1652,1274,1611,366,402,873,1578,1696,344
EIC28822.1,702,879,942,1472,1145,896,272,308,467,1455,1430,249
EIC28823.1,3379,4369,4969,4873,3903,3965,2428,3090,3018,4623,6131,861
EIC28824.1,1064,1227,1512,1812,1491,1167,345,427,841,1929,1997,383
EIC28825.1,366,390,581,583,456,542,170,166,345,611,709,116
EIC28826.1,1828,2255,2676,2533,2009,2296,903,1037,1975,3370,4122,727
EIC28827.1,1502,1674,1973,2271,1733,1595,453,619,1284,2254,2668,457
EIC28828.1,510,591,621,679,576,577,178,216,482,758,900,167
EIC28829.1,211,290,316,299,249,279,91,118,216,322,367,64
EIC28830.1,867,1227,925,1282,1044,1278,329,367,786,1234,1283,299
EIC28831.1,5101,8306,6239,7243,5417,9162,1544,1892,3926,6509,6691,1623
EIC28832.1,3296,5848,4082,4601,3739,6475,767,1074,2383,4477,4599,892
EIC28833.1,1250,1481,1578,1812,1457,1513,521,653,1086,1967,2084,405
EIC28834.1,2700,3382,3529,3848,3257,3127,940,1311,3203,4165,4453,1025
EIC28835.1,886,1040,1253,1350,1222,877,426,471,924,1488,1597,345
EIC28836.1,605,626,722,715,723,409,154,260,521,967,934,163
EIC28837.1,2418,3045,3222,3591,2814,2171,2001,2462,2554,3435,3704,830
EIC28838.1,1550,1796,1945,2371,2071,1175,581,832,1358,2389,2690,452
EIC28839.1,28,54,57,76,63,32,32,23,44,73,68,20
EIC28840.1,175,215,207,220,238,134,131,156,219,269,273,57
EIC28841.1,220,203,264,340,242,174,221,178,302,277,335,122
EIC28842.1,119,129,127,169,148,86,96,114,165,159,182,60
EIC28843.1,2655,2946,3062,4074,3372,1994,827,1051,2234,3801,4252,762
EIC28844.1,135,141,132,167,137,122,147,126,172,169,174,54
EIC28845.1,417,487,512,643,430,312,292,352,552,514,597,170
EIC28846.1,714,868,1029,1217,956,726,365,461,704,1005,1144,248
EIC28847.1,310,366,441,472,384,351,191,237,339,414,515,143
EIC28848.1,1471,1646,1891,2170,1816,1242,635,732,1380,2120,2220,485
EIC28849.1,702,767,858,1360,1063,604,339,387,530,885,979,207
EIC28850.1,1052,1324,1268,2433,2054,1026,397,506,716,1108,1362,286
EIC28851.1,411,577,530,622,494,634,214,237,346,553,661,125
EIC28852.1,385,574,511,661,465,556,177,212,435,629,662,137
EIC28853.1,314,427,369,457,404,518,101,125,264,440,423,88
EIC28854.1,197,312,307,315,270,271,156,176,241,266,300,80
EIC28855.1,363,481,455,555,431,567,529,647,828,668,990,210
EIC28856.1,185,194,199,251,221,252,190,234,294,325,430,99
EIC28857.1,307,368,395,580,420,403,330,391,559,583,857,169
EIC28858.1,191,221,174,264,242,152,116,107,127,200,224,43
EIC28859.1,408,578,556,576,481,455,229,323,317,527,456,98
EIC28860.1,1741,2190,2033,3269,2458,2028,511,723,1140,2387,2506,438
EIC28861.1,281,351,332,499,317,331,69,90,168,406,388,55
EIC28862.1,799,1180,1040,1356,953,1068,262,309,603,1206,1372,210
EIC28863.1,607,697,727,830,631,657,264,262,412,816,985,154
EIC28864.1,328,503,400,527,424,575,145,201,386,470,572,121
EIC28865.1,240,332,341,980,492,288,164,238,456,511,641,320
EIC28866.1,186,269,398,1065,466,242,80,127,276,443,573,168
EIC28867.1,802,963,1456,1522,1085,958,317,363,676,1533,1520,259
EIC28868.1,649,704,1102,799,647,615,305,324,558,1294,1154,169
EIC28869.1,1917,2266,3183,2555,2174,1993,908,1198,1858,3888,3850,553
EIC28870.1,413,594,604,686,529,533,185,260,267,616,654,95
EIC28871.1,208,325,208,308,245,544,103,124,238,239,265,84
EIC28872.1,792,974,1017,1213,1110,1052,336,395,732,1364,1218,240
EIC28873.1,4444,4829,5670,6714,5511,4038,2539,3260,4968,6929,7598,1774
EIC28874.1,782,863,972,1111,895,614,316,365,603,1220,1263,245
EIC28875.1,1119,1428,1309,1446,1210,1107,514,608,924,1668,1867,323
EIC28876.1,1580,2023,2071,2543,1883,1728,585,796,1380,2217,2607,526
EIC28877.1,229,290,248,287,274,294,86,123,218,366,365,90
EIC28878.1,928,1274,1282,1431,1041,1218,531,678,955,1376,1630,328
EIC28879.1,141,185,152,236,185,206,35,44,99,184,199,25
EIC28880.1,179,218,254,688,587,213,77,87,182,373,380,85
EIC28881.1,1456,1682,2230,2074,1652,1571,634,704,1221,2430,2672,493
EIC28882.1,1547,1767,2144,1929,1509,1758,1198,1276,1608,2146,2567,633
EIC28883.1,79,135,94,174,167,152,58,64,106,83,107,40
EIC28884.1,496,762,537,1310,949,890,231,314,573,541,689,207
EIC28885.1,1188,1402,1374,1159,905,568,616,790,1141,1256,1343,279
EIC28886.1,575,645,844,746,636,469,415,460,772,926,935,275
EIC28887.1,348,386,493,465,415,372,181,176,418,553,621,152
EIC28888.1,3102,3252,3813,4108,3449,2504,1397,1759,3341,5580,6348,969
EIC28889.1,2038,2537,2532,2801,2463,1922,531,941,1755,3303,3701,422
EIC28890.1,5235,3950,8479,7548,5745,2137,1519,1906,4338,10111,11787,1590
EIC28891.1,6730,5074,11167,10316,7760,2336,1769,2437,5940,13641,14897,2033
EIC28892.1,1855,1573,3122,2958,2183,735,761,951,1862,3563,3938,584
EIC28893.1,4933,4018,7980,7601,5518,2101,2326,3356,4962,9179,10492,1618
EIC28894.1,184,233,271,289,235,179,90,126,169,321,321,38
EIC28895.1,991,1100,1294,1329,1126,886,425,531,964,1530,1491,351
EIC28896.1,3303,3860,4345,3271,2878,2317,3352,4106,4782,4466,4461,1072
EIC28897.1,960,946,1353,1123,963,568,350,520,627,1455,1406,184
EIC28898.1,471,513,556,596,531,353,156,236,312,670,631,87
EIC28899.1,211,319,250,404,314,323,78,113,212,292,291,72
EIC28900.1,186,254,251,352,293,323,82,102,165,256,276,68
EIC28901.1,415,587,624,958,730,435,192,228,336,550,698,142
EIC28902.1,529,770,856,1061,849,467,450,599,764,708,856,290
EIC28903.1,7173,6506,11543,12761,9389,5707,3539,3763,7957,13536,16597,3192
EIC28904.1,1301,1233,2082,2307,1617,783,576,683,1179,2223,2486,378
EIC28905.1,6749,6532,9369,9834,8172,4162,3107,3728,6926,11730,12820,2346
EIC28906.1,6331,7968,8145,8245,5847,5436,2900,4244,6647,9680,12573,1919
EIC28907.1,365,445,458,460,391,359,137,212,406,659,674,119
EIC28908.1,1040,1521,1396,1436,1170,1184,567,821,1000,1535,1629,213
EIC28909.1,327,480,335,399,308,425,311,352,420,389,408,128
EIC28910.1,223,251,334,320,230,332,118,152,323,518,335,109
EIC28911.1,558,628,724,751,582,765,193,234,461,995,736,160
EIC28912.1,4635,5454,6553,7214,5411,6144,1615,1903,4713,8459,10513,1912
EIC28913.1,791,930,1041,1227,1036,828,277,371,700,1181,1412,288
EIC28914.1,1080,1489,1416,1477,1110,1383,741,967,1259,1367,1527,367
EIC28915.1,253,424,369,324,272,331,213,242,320,383,415,94
EIC28916.1,762,998,969,1234,959,1060,315,371,663,1202,1312,240
EIC28917.1,210,255,260,293,238,252,121,161,197,270,282,59
EIC28918.1,1438,1390,2180,1560,1577,756,1890,2352,2164,2820,2518,449
EIC28919.1,4449,3373,6856,7020,5730,1559,2558,3550,5318,9288,8952,1455
EIC28920.1,9619,7370,14035,14306,11950,4668,3553,4604,8364,18095,18181,2512
EIC28921.1,541,436,859,912,736,278,284,306,432,948,939,142
EIC28922.1,2231,2134,3226,2951,2447,1481,2317,2401,3151,3827,4087,1067
EIC28923.1,7109,7169,10235,9254,6737,4548,8600,11170,12875,11712,13100,3076
EIC28924.1,14865,13954,19250,19641,14443,7660,4690,6517,10609,23528,24589,2937
EIC28925.1,3900,7627,3799,4176,3089,7960,901,1056,2219,3886,3608,740
EIC28926.1,564,887,627,699,509,718,271,332,419,626,523,109
EIC28927.1,1837,2506,2023,2276,1828,2143,1011,1158,1276,1890,1943,398
EIC28928.1,456,740,496,593,483,635,183,205,284,542,509,79
EIC28929.1,81,145,106,120,107,221,45,40,57,122,111,11
EIC28930.1,614,1160,629,970,629,1591,333,323,531,641,755,208
EIC28931.1,1275,2018,1515,1755,1361,1748,602,1029,1125,1438,1540,278
EIC28932.1,476,717,595,640,571,864,363,400,522,578,584,153
EIC28933.1,993,3263,1008,593,452,3873,719,931,921,760,728,246
EIC28934.1,364,560,427,528,407,576,258,284,357,526,563,130
EIC28935.1,647,744,813,997,709,603,315,472,607,889,1030,181
EIC28936.1,1330,1649,1754,2257,1658,1422,337,434,797,1889,1798,285
EIC28937.1,2027,2455,2692,3083,2243,1868,498,698,1166,2697,3011,448
EIC28938.1,390,450,519,601,500,405,88,153,272,578,515,82
EIC28939.1,1433,1659,1925,2294,1755,1540,372,450,954,1927,2083,326
EIC28940.1,2463,2971,3341,3568,2762,2482,1299,1744,2803,3735,3968,999
EIC28941.1,1958,2077,2651,2580,2208,1330,886,1125,1992,3175,3288,490
EIC28942.1,2393,2218,2884,3342,2462,1455,821,1162,1926,3564,3892,579
EIC28943.1,3340,3381,4325,5242,3941,2118,1086,1592,2911,5275,5717,929
EIC28944.1,1358,1605,1853,1722,1578,1397,816,909,1890,2210,2388,523
EIC28945.1,1347,1810,1911,1762,1587,1595,905,926,1483,2329,2583,468
EIC28946.1,1158,1218,1548,1623,1415,961,479,636,1170,2009,2314,392
EIC28947.1,699,1012,932,948,753,1170,342,350,757,958,933,232
EIC28948.1,250,397,317,370,291,351,231,299,438,336,244,105
EIC28949.1,315,504,445,454,365,590,169,194,281,352,464,80
EIC28950.1,303,490,386,486,354,622,215,241,279,379,422,91
EIC28951.1,245,357,250,256,221,450,220,297,484,259,238,100
EIC28952.1,586,791,518,717,526,848,155,196,289,535,452,90
EIC28953.1,2000,3197,1948,2152,1762,2828,701,1144,1449,1827,1243,392
EIC28954.1,27,67,37,37,26,68,3,13,19,43,43,8
EIC28955.1,136,195,149,199,142,195,71,91,103,147,154,34
EIC28956.1,118,195,158,220,159,127,66,102,122,164,125,28
EIC28957.1,180,263,221,311,234,232,80,96,114,211,215,56
EIC28958.1,109,177,135,134,116,180,45,68,91,159,153,16
EIC28959.1,164,310,221,230,204,343,197,214,344,190,208,91
EIC28960.1,102,98,82,104,80,124,119,89,163,82,99,68
EIC28961.1,2308,4010,2776,3140,2261,4467,969,1131,1563,2513,2360,470
EIC28962.1,1314,2045,1628,2076,1522,2105,1177,1361,1506,1676,1591,444
EIC28963.1,205,182,278,318,309,107,130,152,243,322,312,78
EIC28964.1,914,1185,1173,1388,1060,854,375,490,671,1529,1360,292
EIC28965.1,3822,5826,5241,5396,4078,5715,1679,2314,3241,5806,6094,1336
EIC28966.1,536,704,771,693,527,656,297,315,556,781,871,188
EIC28967.1,143,213,211,255,189,171,107,144,177,240,240,63
EIC28968.1,589,900,805,1048,800,1233,334,410,783,781,932,274
EIC28969.1,93,115,72,147,97,140,25,31,61,60,80,24
EIC28970.1,599,1048,522,1096,743,1542,183,210,425,514,610,191
EIC28971.1,146,273,114,182,141,441,115,100,172,118,142,52
EIC28972.1,126,223,89,203,147,315,37,52,99,82,95,47
EIC28973.1,233,419,215,399,288,615,50,72,137,191,206,49
EIC28974.1,1350,2216,1174,2627,1760,3155,500,534,1095,966,1435,423
EIC28975.1,326,410,442,487,440,488,204,208,467,543,515,165
EIC28976.1,69,108,87,145,111,139,80,94,132,106,102,54
EIC28977.1,543,786,715,884,657,959,265,293,546,758,806,216
EIC28978.1,545,771,646,865,741,885,148,234,449,806,750,151
EIC28979.1,1579,2871,2048,2562,2015,4448,499,599,1310,2168,2533,466
EIC28980.1,1293,1793,1542,2036,1498,1988,404,387,967,1672,1646,343
EIC28981.1,259,312,215,327,297,406,97,90,210,336,278,73
EIC28982.1,472,652,527,821,632,797,190,209,430,606,548,159
EIC28983.1,3626,4679,5105,5396,4224,4375,1421,2460,3873,5433,6452,1355
EIC28984.1,3888,4737,4807,4686,3882,4637,1655,2118,3985,5516,6564,1370
EIC28985.1,1364,1645,1921,1710,1266,1388,691,847,1130,1698,2161,363
EIC28986.1,1041,1336,1310,1226,957,1117,724,720,946,1306,1482,304
EIC28987.1,1400,1782,1800,1885,1455,1702,690,846,1101,1864,2031,352
EIC28988.1,820,1050,1141,1401,1008,885,488,541,840,1389,1532,293
EIC28989.1,791,763,1238,1196,884,634,731,974,889,1533,1855,253
EIC28990.1,266,289,494,292,280,222,195,230,296,747,509,103
EIC28991.1,846,995,2144,1471,1368,779,389,560,940,3767,2429,339
EIC28992.1,378,398,1050,725,698,325,234,360,488,1722,1181,174
EIC28993.1,808,910,2230,1742,1421,791,427,632,915,3349,2423,327
EIC28994.1,462,679,828,895,635,660,333,453,591,1074,805,140
EIC28995.1,1030,1282,2186,2295,1756,1259,790,912,1598,3147,2770,567
EIC28996.1,376,476,614,690,548,446,201,257,401,858,898,130
EIC28997.1,672,647,1004,1113,940,709,352,409,747,1409,1355,262
EIC28998.1,291,421,444,454,415,309,148,194,280,600,611,97
EIC28999.1,446,622,621,593,565,439,771,1051,1372,1038,979,239
EIC29000.1,267,341,344,430,345,299,139,199,283,506,539,88
EIC29001.1,717,942,1133,1636,1253,1165,363,387,746,1119,1366,311
EIC29002.1,1618,1579,3130,6086,4623,1532,920,1207,2475,3583,4982,1320
EIC29003.1,2167,3379,2551,2627,2155,3156,1105,1453,1782,3048,3155,458
EIC29004.1,689,657,798,669,600,341,1325,1585,1950,1099,1009,339
EIC29005.1,3059,3147,4561,3669,3033,1591,5655,6807,8616,5165,5995,1995
EIC29006.1,1909,1837,2529,2501,1940,1150,1099,1452,2201,3099,3013,553
EIC29007.1,1398,1357,1900,2461,1929,982,680,884,1379,2411,2547,492
EIC29008.1,513,501,762,832,688,502,261,283,507,902,906,202
EIC29009.1,239,299,419,456,378,296,181,192,379,535,508,113
EIC29010.1,290,281,477,495,391,240,133,151,257,499,497,80
EIC29011.1,702,655,936,1173,968,498,328,355,592,1181,1153,176
EIC29012.1,1114,1013,1543,2064,1682,831,465,625,1193,2007,2045,448
EIC29013.1,201,246,259,329,311,222,144,125,224,296,346,86
EIC29014.1,944,1313,1194,1455,1206,1306,536,645,919,1413,1458,341
EIC29015.1,140,191,173,232,213,149,77,101,128,228,196,36
EIC29016.1,811,938,1167,1108,923,1040,368,419,767,1143,1440,252
EIC29017.1,295,368,426,468,338,385,75,113,280,464,544,124
EIC29018.1,80,97,97,119,99,114,31,30,63,106,114,20
EIC29019.1,193,230,249,241,186,298,76,93,144,262,251,45
EIC29020.1,82,104,99,121,107,130,40,44,65,114,117,18
EIC29021.1,37,71,58,141,64,101,22,22,62,57,67,18
EIC29022.1,129,195,164,271,216,235,44,56,84,188,132,25
EIC29023.1,586,857,678,1171,874,1243,324,350,627,741,806,246
EIC29024.1,247,350,372,986,733,479,108,108,234,350,386,87
EIC29025.1,73,89,47,210,126,135,27,26,44,64,64,28
EIC29026.1,203,366,199,571,407,515,74,79,211,239,170,105
EIC29027.1,5399,4387,20312,1496,1006,1239,25164,39184,65465,116933,177036,30410
EIC29028.1,673,455,2915,237,179,237,3281,4195,7713,16789,24635,3640
EIC29029.1,193,174,225,94,89,69,113,192,309,120,152,30
EIC29030.1,91,91,152,54,35,39,68,75,161,65,97,26
EIC29031.1,209,185,264,133,118,82,112,121,236,121,174,36
EIC29032.1,353,359,527,319,264,277,272,303,567,400,499,120
EIC29033.1,485,520,639,447,409,486,379,398,805,590,681,200
EIC29034.1,8805,11076,10956,305,193,71,3771,4804,9004,335,281,68
EIC29035.1,4902,5766,7378,772,462,497,2186,2976,4784,705,718,130
EIC29036.1,9,10,10,12,17,6,2,3,3,10,9,1
EIC29037.1,89,157,124,168,120,173,69,78,137,105,109,35
EIC29038.1,53,97,60,113,93,91,35,42,46,75,57,14
EIC29039.1,202,238,250,1028,749,231,64,70,218,256,319,99
EIC29040.1,114,95,121,682,544,89,55,74,142,153,200,65
EIC29041.1,38,58,51,133,108,52,40,45,53,67,63,19
EIC29042.1,68,70,60,142,89,102,23,26,60,98,67,23
EIC29043.1,1174,1422,1566,1938,1538,1161,439,632,1300,2012,2368,402
EIC29044.1,157,187,236,503,512,143,232,191,2631,345,443,150
EIC29045.1,37,43,51,235,256,35,179,142,1704,103,151,98
EIC29046.1,23,22,36,90,168,18,181,152,1893,82,134,90
EIC29047.1,228,298,249,330,244,261,214,308,485,288,352,114
EIC29048.1,155,207,150,211,185,138,108,150,246,181,188,68
EIC29049.1,98,126,122,116,91,133,80,84,131,91,111,34
EIC29050.1,364,533,440,571,431,504,246,319,609,497,458,147
EIC29051.1,258,377,291,295,228,292,207,208,223,344,291,63
EIC29052.1,30,54,50,47,29,42,3,6,11,45,27,7
EIC29053.1,54,76,74,85,42,66,10,14,16,58,40,9
EIC29054.1,752,1248,1019,878,606,1101,155,216,314,880,574,97
EIC29055.1,2,3,4,1,0,1,2,0,3,1,0,1
EIC29056.1,0,0,0,0,0,0,1,0,0,0,1,0
EIC29057.1,15,20,12,26,31,19,3,8,14,5,11,2
EIC29058.1,10,6,6,18,22,11,8,6,8,8,10,5
EIC29059.1,0,0,0,0,0,0,0,0,2,0,0,0
EIC29060.1,8,10,11,22,13,12,3,9,15,12,9,3
EIC29061.1,0,0,0,0,0,0,1,0,0,0,0,0
EIC29062.1,48,57,57,68,74,58,31,47,67,62,72,31
EIC29063.1,76,88,88,117,96,72,37,43,72,121,100,20
EIC29064.1,98,140,108,107,92,128,58,77,104,97,119,29
EIC29065.1,109,104,103,342,220,117,28,47,76,97,124,47
EIC29066.1,30,21,35,57,56,47,38,53,42,46,60,43
EIC29067.1,32,38,29,108,117,201,43,234,124,136,277,257
EIC29068.1,148,173,150,217,156,224,51,69,103,153,193,33
EIC29069.1,873,1111,1012,1304,960,1162,287,397,847,1080,1136,245
EIC29070.1,138,123,139,963,806,94,97,111,227,218,253,90
EIC29071.1,878,1234,1094,1481,1116,1294,401,472,759,1174,1121,253
EIC29072.1,136,190,176,220,182,196,48,42,77,177,168,37
EIC29073.1,441,678,552,680,519,640,176,205,340,623,510,99
EIC29074.1,178,198,189,231,198,190,59,78,178,247,196,45
EIC29075.1,210,273,234,314,231,247,130,118,175,228,198,56
EIC29076.1,74,94,92,94,69,94,28,34,53,99,82,22
EIC29077.1,16,36,19,35,24,16,12,13,10,23,15,3
EIC29078.1,100,145,141,208,141,184,51,46,74,130,74,26
EIC29079.1,71,53,52,95,81,76,12,24,29,44,32,10
EIC29080.1,224,234,250,596,493,295,98,91,157,234,160,54
EIC29081.1,305,442,364,517,434,426,268,300,369,371,284,112
EIC29082.1,173,294,207,269,196,240,99,137,169,207,173,48
EIC29083.1,49,80,50,65,52,59,44,41,48,45,41,17
EIC29084.1,85,141,90,87,99,113,73,62,87,87,44,31
EIC29085.1,0,0,0,0,0,0,0,0,0,0,0,0
EIC29086.1,117,160,97,156,139,151,89,101,127,136,84,38
EIC29087.1,102,154,115,122,109,133,84,96,131,123,93,44
EIC29088.1,75,118,69,132,101,114,37,54,67,76,61,23
EIC29089.1,2,5,6,9,10,7,3,4,3,6,3,1
EIC29090.1,1,1,0,0,1,4,1,1,2,0,0,1
EIC29091.1,83,132,72,134,131,182,126,139,215,129,122,73
EIC29092.1,139,210,205,284,229,207,88,137,207,219,177,63
EIC29093.1,454,584,445,630,472,458,333,401,615,528,431,193
EIC29094.1,589,1143,745,873,638,1334,499,564,775,716,666,230
EIC29095.1,553,1088,581,670,493,1182,393,487,742,544,456,209
EIC29096.1,56,93,45,49,52,76,19,33,47,61,53,8
EIC29097.1,109,200,121,148,129,192,39,56,82,151,108,14
EIC29098.1,144,261,210,241,221,224,88,110,112,215,178,40
EIC29099.1,77,117,101,150,122,132,48,53,83,97,90,27
EIC29100.1,182,239,194,321,264,187,104,163,172,232,217,59
EIC29101.1,38,27,21,24,19,15,5,12,22,21,27,3
EIC29102.1,31,40,26,47,46,39,24,26,38,38,39,13
EIC29103.1,11,14,19,22,27,28,8,11,18,27,35,8
EIC29104.1,137,147,174,216,179,121,59,67,105,164,161,40
EIC29105.1,690,959,870,1025,841,930,347,414,712,863,910,208
EIC29106.1,685,862,956,1120,853,754,281,331,495,853,940,185
EIC29107.1,1198,1576,1545,1639,1250,1070,390,509,865,1463,1562,352
EIC29108.1,708,948,879,947,752,737,472,531,609,835,965,204
EIC29109.1,1129,1467,1565,1388,1165,1052,575,862,1229,1651,1654,336
EIC29110.1,847,1084,1150,1360,1093,871,356,480,700,1355,1248,231
EIC29111.1,80,106,96,124,113,108,44,54,97,139,135,32
EIC29112.1,105,134,142,135,119,112,68,79,135,191,166,34
EIC29113.1,1729,2273,2211,2725,1983,2445,673,750,1781,2444,2784,606
EIC29114.1,732,963,1035,900,746,739,363,476,542,1052,1203,176
